year,month,neighborhood,crimes,murders,city_quart,neighb_quar
2011,8,mt.  lookout,53,0,3,4
2011,8,california,8,0,1,4
2011,8,paddock  hills,17,0,1,3
2011,8,pendleton,25,0,1,4
2011,8,linwood,9,0,1,4
2011,6,c. b. d. / riverfront,149,0,4,3
2011,6,west  end,93,0,4,3
2011,6,east  westwood,31,0,2,4
2011,6,camp  washington,33,0,2,4
2011,6,east price hill,199,1,4,4
2011,6,avondale,164,1,4,4
2011,6,mount airy,87,0,4,3
2011,6,mount  auburn,72,1,3,4
2011,6,west price hill,193,0,4,3
2011,6,sedamsville,15,0,1,3
2011,6,westwood,333,0,4,4
2011,6,over-the-rhine,163,2,4,4
2011,6,evanston,71,0,3,4
2011,6,s.. cumminsville,9,0,1,3
2011,6,northside,120,1,4,4
2011,6,winton hills,66,1,3,3
2011,6,college  hill,109,0,4,4
2011,6,madisonville,71,0,3,3
2011,6,lower price  hill,26,0,2,3
2011,6,o'bryonville,5,0,1,3
2011,6,hyde park,54,0,3,4
2011,6,riverside,12,0,1,2
2011,6,mount  adams,9,0,1,1
2011,6,pleasant ridge,54,0,3,4
2011,6,roselawn,82,0,4,4
2011,6,oakley,55,0,3,2
2011,6,north fairmount,9,0,1,1
2011,6,bondhill,75,0,4,4
2011,6,south  fairmount,67,0,3,3
2011,6,spring grove village,31,0,2,3
2011,6,clifton,73,0,3,4
2011,6,-,9,0,1,3
2011,6,millvale,30,0,2,3
2011,6,fairview,78,0,4,3
2011,6,clifton/university heights,48,0,2,3
2011,6,north avondale,52,0,3,4
2011,6,walnut hills,116,0,4,3
2011,6,corryville,53,0,3,3
2011,6,east  end,26,0,2,4
2011,6,east walnut hills,24,0,1,3
2011,6,mt.  washington,48,0,2,3
2011,6,columbia / tusculum,11,0,1,2
2011,6,fay apartments,31,0,2,4
2011,6,hartwell,47,0,2,4
2011,6,queensgate,19,0,1,2
2011,6,carthage,33,0,2,2
2011,6,english  woods,24,0,1,4
2011,6,kennedy  heights,23,0,1,3
2011,6,sayler  park,53,0,3,4
2011,6,mt.  lookout,27,0,2,4
2011,6,california,5,0,1,3
2011,6,paddock  hills,20,0,1,4
2011,6,pendleton,25,0,2,4
2011,6,linwood,6,0,1,3
2011,9,c. b. d. / riverfront,161,0,4,4
2011,9,west  end,98,0,4,3
2011,9,east  westwood,23,0,2,3
2011,9,camp  washington,38,0,2,4
2011,9,east price hill,224,0,4,4
2011,9,avondale,148,1,4,4
2011,9,mount airy,75,0,3,2
2011,9,mount  auburn,66,0,3,4
2011,9,west price hill,207,0,4,4
2011,9,sedamsville,11,0,1,2
2011,9,westwood,254,0,4,1
2011,9,over-the-rhine,135,2,4,3
2011,9,evanston,48,0,3,1
2011,9,s.. cumminsville,11,0,1,3
2011,9,northside,116,0,4,4
2011,9,winton hills,75,0,3,4
2011,9,college  hill,87,0,4,3
2011,9,madisonville,71,0,3,3
2011,9,lower price  hill,31,0,2,4
2011,9,o'bryonville,2,0,1,1
2011,9,hyde park,46,0,3,4
2011,9,riverside,14,0,1,3
2011,9,mount  adams,15,0,1,3
2011,9,pleasant ridge,40,0,2,3
2011,9,roselawn,92,0,4,4
2011,9,oakley,70,0,3,3
2011,9,north fairmount,14,0,1,3
2011,9,bondhill,69,0,3,3
2011,9,south  fairmount,50,0,3,2
2011,9,spring grove village,30,0,2,3
2011,9,clifton,87,0,4,4
2011,9,-,21,0,2,4
2011,9,millvale,34,0,2,4
2011,9,fairview,116,0,4,4
2011,9,clifton/university heights,69,0,3,4
2011,9,north avondale,57,0,3,4
2011,9,walnut hills,132,1,4,4
2011,9,corryville,58,0,3,4
2011,9,east  end,15,0,1,1
2011,9,east walnut hills,24,0,2,3
2011,9,mt.  washington,47,0,3,3
2011,9,columbia / tusculum,13,0,1,2
2011,9,fay apartments,15,0,1,1
2011,9,hartwell,38,0,2,4
2011,9,queensgate,16,0,1,1
2011,9,carthage,46,0,3,4
2011,9,english  woods,22,0,2,4
2011,9,kennedy  heights,16,0,1,1
2011,9,sayler  park,34,0,2,4
2011,9,mt.  lookout,21,0,2,4
2011,9,california,4,0,1,3
2011,9,paddock  hills,24,0,2,4
2011,9,pendleton,20,0,1,4
2011,9,linwood,10,0,1,4
2011,5,c. b. d. / riverfront,175,0,4,4
2011,5,west  end,95,1,4,3
2011,5,east  westwood,31,0,2,4
2011,5,camp  washington,20,0,1,2
2011,5,east price hill,201,0,4,4
2011,5,avondale,147,2,4,4
2011,5,mount airy,94,0,4,4
2011,5,mount  auburn,64,0,3,4
2011,5,west price hill,215,0,4,4
2011,5,sedamsville,17,0,1,4
2011,5,westwood,318,0,4,4
2011,5,over-the-rhine,149,2,4,3
2011,5,evanston,66,0,3,3
2011,5,s.. cumminsville,8,0,1,2
2011,5,northside,103,0,4,4
2011,5,winton hills,72,0,3,4
2011,5,college  hill,111,0,4,4
2011,5,madisonville,72,1,3,4
2011,5,lower price  hill,28,0,2,4
2011,5,o'bryonville,8,0,1,4
2011,5,hyde park,56,0,3,4
2011,5,riverside,19,0,1,4
2011,5,mount  adams,12,0,1,2
2011,5,pleasant ridge,36,0,2,2
2011,5,roselawn,69,0,3,3
2011,5,oakley,79,0,4,4
2011,5,north fairmount,18,0,1,4
2011,5,bondhill,68,0,3,3
2011,5,south  fairmount,66,0,3,3
2011,5,spring grove village,41,0,3,4
2011,5,clifton,66,0,3,3
2011,5,-,18,0,1,4
2011,5,millvale,13,0,1,1
2011,5,fairview,89,0,4,4
2011,5,clifton/university heights,55,0,3,4
2011,5,north avondale,58,0,3,4
2011,5,walnut hills,119,0,4,4
2011,5,corryville,57,0,3,4
2011,5,east  end,31,0,2,4
2011,5,east walnut hills,39,0,2,4
2011,5,mt.  washington,49,0,3,3
2011,5,columbia / tusculum,20,0,1,4
2011,5,fay apartments,36,0,2,4
2011,5,hartwell,39,0,2,4
2011,5,queensgate,21,0,2,2
2011,5,carthage,26,0,2,1
2011,5,english  woods,22,0,2,4
2011,5,kennedy  heights,30,0,2,4
2011,5,sayler  park,22,0,2,3
2011,5,mt.  lookout,14,0,1,2
2011,5,california,1,0,1,1
2011,5,paddock  hills,21,0,2,4
2011,5,pendleton,6,0,1,1
2011,5,linwood,12,0,1,4
2011,3,c. b. d. / riverfront,133,0,4,2
2011,3,west  end,101,1,4,4
2011,3,east  westwood,15,0,1,1
2011,3,camp  washington,14,0,1,1
2011,3,east price hill,152,0,4,2
2011,3,avondale,143,1,4,3
2011,3,mount airy,86,0,4,3
2011,3,mount  auburn,54,0,3,3
2011,3,west price hill,163,0,4,2
2011,3,sedamsville,17,0,1,4
2011,3,westwood,260,0,4,1
2011,3,over-the-rhine,131,3,4,2
2011,3,evanston,81,0,4,4
2011,3,s.. cumminsville,12,0,1,4
2011,3,northside,84,0,4,3
2011,3,winton hills,77,0,4,4
2011,3,college  hill,70,0,4,1
2011,3,madisonville,60,0,3,2
2011,3,lower price  hill,28,0,2,4
2011,3,o'bryonville,2,0,1,1
2011,3,hyde park,20,0,2,1
2011,3,riverside,15,0,1,3
2011,3,mount  adams,10,0,1,2
2011,3,pleasant ridge,42,0,3,3
2011,3,roselawn,66,0,4,3
2011,3,oakley,64,0,3,3
2011,3,north fairmount,15,0,1,3
2011,3,bondhill,64,0,3,3
2011,3,south  fairmount,53,0,3,2
2011,3,spring grove village,28,1,2,2
2011,3,clifton,54,0,3,2
2011,3,-,10,0,1,3
2011,3,millvale,17,0,1,1
2011,3,fairview,64,0,3,3
2011,3,clifton/university heights,36,0,3,2
2011,3,north avondale,65,1,3,4
2011,3,walnut hills,122,0,4,4
2011,3,corryville,55,0,3,4
2011,3,east  end,11,0,1,1
2011,3,east walnut hills,23,0,2,2
2011,3,mt.  washington,57,0,3,4
2011,3,columbia / tusculum,15,0,1,3
2011,3,fay apartments,33,0,2,4
2011,3,hartwell,34,0,3,3
2011,3,queensgate,21,0,2,2
2011,3,carthage,29,0,2,2
2011,3,english  woods,25,0,2,4
2011,3,kennedy  heights,28,0,2,4
2011,3,sayler  park,18,0,2,2
2011,3,mt.  lookout,15,0,1,3
2011,3,california,0,0,1,1
2011,3,paddock  hills,25,0,2,4
2011,3,pendleton,18,0,2,4
2011,3,linwood,11,0,1,4
2011,11,c. b. d. / riverfront,131,0,4,2
2011,11,west  end,91,0,4,3
2011,11,east  westwood,21,0,2,3
2011,11,camp  washington,25,0,2,3
2011,11,east price hill,163,0,4,2
2011,11,avondale,149,0,4,4
2011,11,mount airy,69,1,4,2
2011,11,mount  auburn,60,0,3,4
2011,11,west price hill,186,0,4,3
2011,11,sedamsville,16,0,1,4
2011,11,westwood,334,0,4,4
2011,11,over-the-rhine,117,0,4,1
2011,11,evanston,50,0,3,2
2011,11,s.. cumminsville,7,0,1,2
2011,11,northside,86,0,4,3
2011,11,winton hills,91,1,4,4
2011,11,college  hill,67,0,3,1
2011,11,madisonville,65,0,3,3
2011,11,lower price  hill,24,0,2,3
2011,11,o'bryonville,8,0,1,4
2011,11,hyde park,50,0,3,4
2011,11,riverside,11,0,1,2
2011,11,mount  adams,8,0,1,1
2011,11,pleasant ridge,40,0,2,3
2011,11,roselawn,105,0,4,4
2011,11,oakley,99,0,4,4
2011,11,north fairmount,19,0,2,4
2011,11,bondhill,68,0,3,3
2011,11,south  fairmount,57,0,3,3
2011,11,spring grove village,44,0,3,4
2011,11,clifton,61,0,3,3
2011,11,-,11,0,1,3
2011,11,millvale,36,0,2,4
2011,11,fairview,94,0,4,4
2011,11,clifton/university heights,54,0,3,3
2011,11,north avondale,59,0,3,4
2011,11,walnut hills,127,2,4,4
2011,11,corryville,55,0,3,4
2011,11,east  end,17,0,1,2
2011,11,east walnut hills,20,0,2,2
2011,11,mt.  washington,62,0,3,4
2011,11,columbia / tusculum,21,0,2,4
2011,11,fay apartments,27,0,2,3
2011,11,hartwell,43,0,2,4
2011,11,queensgate,15,0,1,1
2011,11,carthage,40,0,2,3
2011,11,english  woods,14,0,1,2
2011,11,kennedy  heights,18,0,1,2
2011,11,sayler  park,18,0,1,2
2011,11,mt.  lookout,16,0,1,3
2011,11,california,1,0,1,1
2011,11,paddock  hills,22,0,2,4
2011,11,pendleton,12,0,1,2
2011,11,linwood,9,0,1,4
2011,12,c. b. d. / riverfront,150,0,4,4
2011,12,west  end,76,0,4,1
2011,12,east  westwood,23,0,2,3
2011,12,camp  washington,25,0,2,3
2011,12,east price hill,147,0,4,2
2011,12,avondale,131,0,4,3
2011,12,mount airy,80,0,4,3
2011,12,mount  auburn,75,0,3,4
2011,12,west price hill,154,0,4,1
2011,12,sedamsville,18,0,1,4
2011,12,westwood,292,0,4,3
2011,12,over-the-rhine,134,0,4,2
2011,12,evanston,73,1,3,4
2011,12,s.. cumminsville,3,0,1,1
2011,12,northside,94,0,4,4
2011,12,winton hills,71,0,3,4
2011,12,college  hill,93,0,4,3
2011,12,madisonville,87,0,4,4
2011,12,lower price  hill,22,1,2,2
2011,12,o'bryonville,1,0,1,1
2011,12,hyde park,32,0,2,2
2011,12,riverside,13,0,1,2
2011,12,mount  adams,14,0,1,3
2011,12,pleasant ridge,35,0,3,2
2011,12,roselawn,81,0,4,4
2011,12,oakley,83,0,4,4
2011,12,north fairmount,16,0,1,4
2011,12,bondhill,54,0,3,2
2011,12,south  fairmount,54,0,3,2
2011,12,spring grove village,28,0,2,2
2011,12,clifton,70,0,3,4
2011,12,-,17,0,1,4
2011,12,millvale,34,0,2,4
2011,12,fairview,71,0,3,3
2011,12,clifton/university heights,63,0,3,4
2011,12,north avondale,52,0,3,4
2011,12,walnut hills,110,1,4,3
2011,12,corryville,52,0,3,3
2011,12,east  end,20,0,2,3
2011,12,east walnut hills,33,0,2,4
2011,12,mt.  washington,56,0,3,4
2011,12,columbia / tusculum,10,0,1,1
2011,12,fay apartments,22,0,2,2
2011,12,hartwell,52,0,3,4
2011,12,queensgate,22,0,2,3
2011,12,carthage,33,0,2,2
2011,12,english  woods,15,0,1,2
2011,12,kennedy  heights,25,0,2,3
2011,12,sayler  park,16,0,1,2
2011,12,mt.  lookout,13,0,1,2
2011,12,california,2,0,1,2
2011,12,paddock  hills,18,0,1,3
2011,12,pendleton,19,0,2,4
2011,12,linwood,10,0,1,4
2011,7,c. b. d. / riverfront,139,0,4,3
2011,7,west  end,100,0,4,4
2011,7,east  westwood,29,0,2,4
2011,7,camp  washington,37,0,2,4
2011,7,east price hill,196,0,4,4
2011,7,avondale,170,1,4,4
2011,7,mount airy,91,0,4,4
2011,7,mount  auburn,56,0,3,3
2011,7,west price hill,202,0,4,4
2011,7,sedamsville,23,0,2,4
2011,7,westwood,355,1,4,4
2011,7,over-the-rhine,161,0,4,4
2011,7,evanston,64,0,3,3
2011,7,s.. cumminsville,7,0,1,2
2011,7,northside,90,0,4,3
2011,7,winton hills,61,0,3,3
2011,7,college  hill,92,0,4,3
2011,7,madisonville,68,0,3,3
2011,7,lower price  hill,24,0,2,3
2011,7,o'bryonville,2,0,1,1
2011,7,hyde park,46,0,2,4
2011,7,riverside,22,0,1,4
2011,7,mount  adams,16,0,1,3
2011,7,pleasant ridge,47,0,2,4
2011,7,roselawn,89,0,4,4
2011,7,oakley,83,0,4,4
2011,7,north fairmount,11,1,1,2
2011,7,bondhill,78,0,3,4
2011,7,south  fairmount,75,1,3,4
2011,7,spring grove village,33,0,2,3
2011,7,clifton,65,0,3,3
2011,7,-,14,0,1,4
2011,7,millvale,32,0,2,4
2011,7,fairview,61,0,3,2
2011,7,clifton/university heights,50,0,3,3
2011,7,north avondale,82,0,4,4
2011,7,walnut hills,144,0,4,4
2011,7,corryville,58,0,3,4
2011,7,east  end,20,0,1,3
2011,7,east walnut hills,53,0,3,4
2011,7,mt.  washington,48,0,3,3
2011,7,columbia / tusculum,17,0,1,4
2011,7,fay apartments,31,0,2,4
2011,7,hartwell,44,0,2,4
2011,7,queensgate,8,0,1,1
2011,7,carthage,44,0,2,4
2011,7,english  woods,20,0,1,3
2011,7,kennedy  heights,24,0,2,3
2011,7,sayler  park,50,0,3,4
2011,7,mt.  lookout,14,0,1,2
2011,7,california,7,0,1,4
2011,7,paddock  hills,27,0,2,4
2011,7,pendleton,18,0,1,4
2011,7,linwood,8,0,1,3
2011,10,c. b. d. / riverfront,178,0,4,4
2011,10,west  end,114,0,4,4
2011,10,east  westwood,25,0,2,4
2011,10,camp  washington,30,0,2,4
2011,10,east price hill,177,0,4,3
2011,10,avondale,161,1,4,4
2011,10,mount airy,91,0,4,4
2011,10,mount  auburn,59,1,3,4
2011,10,west price hill,209,0,4,4
2011,10,sedamsville,10,0,1,2
2011,10,westwood,311,1,4,3
2011,10,over-the-rhine,141,0,4,3
2011,10,evanston,73,0,3,4
2011,10,s.. cumminsville,5,0,1,1
2011,10,northside,119,0,4,4
2011,10,winton hills,65,0,3,3
2011,10,college  hill,97,0,4,4
2011,10,madisonville,80,1,3,4
2011,10,lower price  hill,33,0,2,4
2011,10,o'bryonville,5,0,1,3
2011,10,hyde park,45,0,3,4
2011,10,riverside,27,0,2,4
2011,10,mount  adams,13,0,1,2
2011,10,pleasant ridge,36,0,2,2
2011,10,roselawn,91,0,4,4
2011,10,oakley,112,0,4,4
2011,10,north fairmount,17,0,1,4
2011,10,bondhill,81,0,3,4
2011,10,south  fairmount,67,0,3,3
2011,10,spring grove village,43,0,2,4
2011,10,clifton,86,0,3,4
2011,10,-,11,0,1,3
2011,10,millvale,26,0,2,3
2011,10,fairview,102,0,4,4
2011,10,clifton/university heights,71,0,3,4
2011,10,north avondale,45,2,3,2
2011,10,walnut hills,118,0,4,3
2011,10,corryville,55,0,3,4
2011,10,east  end,17,1,1,2
2011,10,east walnut hills,20,0,1,2
2011,10,mt.  washington,69,0,3,4
2011,10,columbia / tusculum,7,0,1,1
2011,10,fay apartments,30,0,2,4
2011,10,hartwell,36,0,2,4
2011,10,queensgate,22,0,2,3
2011,10,carthage,50,1,3,4
2011,10,english  woods,12,0,1,1
2011,10,kennedy  heights,23,0,2,3
2011,10,sayler  park,31,0,2,4
2011,10,mt.  lookout,21,0,2,4
2011,10,california,4,0,1,3
2011,10,paddock  hills,14,0,1,2
2011,10,pendleton,14,0,1,2
2011,10,linwood,7,0,1,3
2011,1,c. b. d. / riverfront,115,0,4,1
2011,1,west  end,105,0,4,4
2011,1,east  westwood,22,0,2,3
2011,1,camp  washington,40,0,3,4
2011,1,east price hill,169,0,4,3
2011,1,avondale,143,0,4,3
2011,1,mount airy,74,0,4,2
2011,1,mount  auburn,53,0,3,3
2011,1,west price hill,178,1,4,2
2011,1,sedamsville,10,0,1,2
2011,1,westwood,283,0,4,3
2011,1,over-the-rhine,150,0,4,3
2011,1,evanston,74,0,4,4
2011,1,s.. cumminsville,9,0,1,3
2011,1,northside,73,0,4,2
2011,1,winton hills,71,0,3,4
2011,1,college  hill,81,0,4,2
2011,1,madisonville,72,0,4,4
2011,1,lower price  hill,25,0,2,3
2011,1,o'bryonville,3,0,1,2
2011,1,hyde park,25,0,2,1
2011,1,riverside,15,0,1,3
2011,1,mount  adams,14,0,1,3
2011,1,pleasant ridge,35,1,2,2
2011,1,roselawn,69,0,3,3
2011,1,oakley,60,0,3,2
2011,1,north fairmount,18,0,1,4
2011,1,bondhill,50,0,3,1
2011,1,south  fairmount,50,0,3,2
2011,1,spring grove village,44,0,3,4
2011,1,clifton,69,0,3,3
2011,1,-,19,0,2,4
2011,1,millvale,24,0,2,2
2011,1,fairview,77,0,4,3
2011,1,clifton/university heights,51,0,3,3
2011,1,north avondale,65,0,3,4
2011,1,walnut hills,100,0,4,2
2011,1,corryville,57,0,3,4
2011,1,east  end,17,0,1,2
2011,1,east walnut hills,12,0,1,1
2011,1,mt.  washington,67,0,3,4
2011,1,columbia / tusculum,15,0,1,3
2011,1,fay apartments,35,0,2,4
2011,1,hartwell,31,0,2,3
2011,1,queensgate,19,0,2,2
2011,1,carthage,34,0,2,2
2011,1,english  woods,20,0,2,3
2011,1,kennedy  heights,23,0,2,3
2011,1,sayler  park,11,0,1,1
2011,1,mt.  lookout,13,0,1,2
2011,1,california,3,0,1,2
2011,1,paddock  hills,22,1,2,4
2011,1,pendleton,10,0,1,1
2011,1,linwood,5,0,1,2
2011,4,c. b. d. / riverfront,172,0,4,4
2011,4,west  end,113,0,4,4
2011,4,east  westwood,19,0,2,2
2011,4,camp  washington,33,1,2,4
2011,4,east price hill,201,0,4,4
2011,4,avondale,141,0,4,3
2011,4,mount airy,80,0,4,3
2011,4,mount  auburn,86,0,4,4
2011,4,west price hill,196,0,4,4
2011,4,sedamsville,12,0,1,2
2011,4,westwood,277,1,4,2
2011,4,over-the-rhine,138,1,4,3
2011,4,evanston,66,0,3,3
2011,4,s.. cumminsville,4,0,1,1
2011,4,northside,87,0,4,3
2011,4,winton hills,66,2,3,3
2011,4,college  hill,104,0,4,4
2011,4,madisonville,72,0,3,4
2011,4,lower price  hill,25,0,2,3
2011,4,o'bryonville,5,0,1,3
2011,4,hyde park,46,0,3,4
2011,4,riverside,14,0,1,3
2011,4,mount  adams,14,0,1,3
2011,4,pleasant ridge,43,0,3,3
2011,4,roselawn,55,0,3,2
2011,4,oakley,66,0,3,3
2011,4,north fairmount,22,0,2,4
2011,4,bondhill,71,0,3,4
2011,4,south  fairmount,62,0,3,3
2011,4,spring grove village,37,0,2,4
2011,4,clifton,72,0,3,4
2011,4,-,16,0,1,4
2011,4,millvale,23,0,2,2
2011,4,fairview,81,0,4,4
2011,4,clifton/university heights,65,0,3,4
2011,4,north avondale,60,0,3,4
2011,4,walnut hills,138,0,4,4
2011,4,corryville,46,0,3,3
2011,4,east  end,23,0,2,3
2011,4,east walnut hills,35,0,2,4
2011,4,mt.  washington,55,0,3,4
2011,4,columbia / tusculum,13,0,1,2
2011,4,fay apartments,40,0,2,4
2011,4,hartwell,26,0,2,2
2011,4,queensgate,18,0,1,2
2011,4,carthage,29,0,2,2
2011,4,english  woods,14,0,1,2
2011,4,kennedy  heights,16,0,1,1
2011,4,sayler  park,20,0,2,3
2011,4,mt.  lookout,14,0,1,2
2011,4,california,1,0,1,1
2011,4,paddock  hills,16,0,1,2
2011,4,pendleton,24,0,2,4
2011,4,linwood,8,0,1,3
2016,2,c. b. d. / riverfront,82,0,4,1
2016,2,west  end,73,0,4,1
2016,2,east  westwood,11,1,1,1
2016,2,camp  washington,16,0,2,1
2016,2,east price hill,119,0,4,1
2016,2,avondale,74,0,4,1
2016,2,mount airy,67,1,4,2
2016,2,mount  auburn,38,0,3,1
2016,2,west price hill,124,0,4,1
2016,2,sedamsville,6,0,1,1
2016,2,westwood,221,1,4,1
2016,2,over-the-rhine,102,0,4,1
2016,2,evanston,27,0,3,1
2016,2,s.. cumminsville,6,0,1,1
2016,2,northside,34,0,3,1
2016,2,winton hills,46,0,3,1
2016,2,college  hill,71,0,4,1
2016,2,madisonville,57,0,4,2
2016,2,lower price  hill,6,0,1,1
2016,2,o'bryonville,3,0,1,2
2016,2,hyde park,16,0,2,1
2016,2,riverside,12,0,1,2
2016,2,mount  adams,5,0,1,1
2016,2,pleasant ridge,37,0,3,2
2016,2,roselawn,40,0,3,1
2016,2,oakley,62,0,4,2
2016,2,north fairmount,1,0,1,1
2016,2,bondhill,60,0,4,3
2016,2,south  fairmount,38,0,3,1
2016,2,spring grove village,22,0,2,2
2016,2,clifton,36,0,3,1
2016,2,-,2,0,1,1
2016,2,millvale,22,0,2,2
2016,2,fairview,46,0,3,1
2016,2,clifton/university heights,19,0,2,1
2016,2,north avondale,34,0,3,1
2016,2,walnut hills,84,0,4,1
2016,2,corryville,29,0,3,1
2016,2,east  end,13,1,2,1
2016,2,east walnut hills,15,0,2,1
2016,2,mt.  washington,29,0,3,1
2016,2,columbia / tusculum,5,0,1,1
2016,2,fay apartments,15,0,2,1
2016,2,hartwell,15,0,2,1
2016,2,queensgate,24,0,2,3
2016,2,carthage,24,0,2,1
2016,2,english  woods,13,0,2,1
2016,2,kennedy  heights,14,0,2,1
2016,2,sayler  park,13,0,2,1
2016,2,mt.  lookout,9,0,1,1
2016,2,california,1,0,1,1
2016,2,paddock  hills,25,0,3,4
2016,2,pendleton,7,0,1,1
2016,2,linwood,8,0,1,3
2016,8,c. b. d. / riverfront,144,0,4,3
2016,8,west  end,91,0,4,3
2016,8,east  westwood,15,0,1,1
2016,8,camp  washington,23,0,2,2
2016,8,east price hill,192,0,4,4
2016,8,avondale,120,0,4,2
2016,8,mount airy,70,0,4,2
2016,8,mount  auburn,52,0,3,3
2016,8,west price hill,192,3,4,3
2016,8,sedamsville,10,0,1,2
2016,8,westwood,295,0,4,3
2016,8,over-the-rhine,144,0,4,3
2016,8,evanston,56,0,3,2
2016,8,s.. cumminsville,6,0,1,1
2016,8,northside,71,1,4,2
2016,8,winton hills,56,0,3,2
2016,8,college  hill,93,0,4,3
2016,8,madisonville,66,0,4,3
2016,8,lower price  hill,17,0,2,1
2016,8,o'bryonville,2,0,1,1
2016,8,hyde park,31,0,2,2
2016,8,riverside,16,0,1,3
2016,8,mount  adams,26,0,2,4
2016,8,pleasant ridge,32,0,2,1
2016,8,roselawn,46,0,3,1
2016,8,oakley,70,0,4,3
2016,8,north fairmount,14,0,1,3
2016,8,bondhill,55,1,3,2
2016,8,south  fairmount,44,0,3,1
2016,8,spring grove village,34,0,3,3
2016,8,clifton,49,0,3,2
2016,8,-,10,0,1,3
2016,8,millvale,19,0,2,1
2016,8,fairview,57,0,4,2
2016,8,clifton/university heights,49,0,3,3
2016,8,north avondale,49,0,3,3
2016,8,walnut hills,98,0,4,2
2016,8,corryville,37,0,3,2
2016,8,east  end,33,0,2,4
2016,8,east walnut hills,23,0,2,2
2016,8,mt.  washington,49,0,3,3
2016,8,columbia / tusculum,13,0,1,2
2016,8,fay apartments,41,0,3,4
2016,8,hartwell,22,0,2,1
2016,8,queensgate,27,0,2,4
2016,8,carthage,32,0,2,2
2016,8,english  woods,11,0,1,1
2016,8,kennedy  heights,14,0,1,1
2016,8,sayler  park,19,0,2,3
2016,8,mt.  lookout,17,0,2,3
2016,8,california,2,0,1,2
2016,8,paddock  hills,14,0,1,2
2016,8,pendleton,13,0,1,2
2016,8,linwood,5,0,1,2
2016,6,c. b. d. / riverfront,117,0,4,2
2016,6,west  end,89,0,4,3
2016,6,east  westwood,24,0,2,4
2016,6,camp  washington,25,0,2,3
2016,6,east price hill,160,0,4,2
2016,6,avondale,125,0,4,2
2016,6,mount airy,66,0,4,1
2016,6,mount  auburn,37,1,3,1
2016,6,west price hill,201,1,4,4
2016,6,sedamsville,12,0,1,2
2016,6,westwood,278,2,4,2
2016,6,over-the-rhine,165,0,4,4
2016,6,evanston,45,0,3,1
2016,6,s.. cumminsville,8,0,1,2
2016,6,northside,49,0,3,1
2016,6,winton hills,82,1,4,4
2016,6,college  hill,75,0,4,2
2016,6,madisonville,53,0,4,1
2016,6,lower price  hill,21,0,2,2
2016,6,o'bryonville,5,0,1,3
2016,6,hyde park,28,0,2,1
2016,6,riverside,7,0,1,1
2016,6,mount  adams,20,0,2,4
2016,6,pleasant ridge,51,0,3,4
2016,6,roselawn,49,0,3,1
2016,6,oakley,71,0,4,4
2016,6,north fairmount,15,0,1,3
2016,6,bondhill,50,0,3,1
2016,6,south  fairmount,79,1,4,4
2016,6,spring grove village,35,0,3,4
2016,6,clifton,44,0,3,1
2016,6,-,5,0,1,3
2016,6,millvale,23,0,2,2
2016,6,fairview,33,0,2,1
2016,6,clifton/university heights,26,0,2,1
2016,6,north avondale,50,0,3,3
2016,6,walnut hills,95,0,4,2
2016,6,corryville,25,0,2,1
2016,6,east  end,17,0,1,2
2016,6,east walnut hills,19,0,2,2
2016,6,mt.  washington,34,0,3,1
2016,6,columbia / tusculum,8,0,1,1
2016,6,fay apartments,39,0,3,4
2016,6,hartwell,36,0,3,4
2016,6,queensgate,29,0,2,4
2016,6,carthage,46,0,3,4
2016,6,english  woods,23,0,2,4
2016,6,kennedy  heights,9,0,1,1
2016,6,sayler  park,27,0,2,4
2016,6,mt.  lookout,6,0,1,1
2016,6,california,5,0,1,3
2016,6,paddock  hills,10,0,1,1
2016,6,pendleton,13,0,1,2
2016,6,linwood,3,0,1,1
2016,9,c. b. d. / riverfront,148,0,4,3
2016,9,west  end,91,0,4,3
2016,9,east  westwood,13,0,1,1
2016,9,camp  washington,19,0,1,1
2016,9,east price hill,167,0,4,3
2016,9,avondale,118,0,4,2
2016,9,mount airy,85,2,4,3
2016,9,mount  auburn,32,0,2,1
2016,9,west price hill,170,0,4,2
2016,9,sedamsville,5,0,1,1
2016,9,westwood,319,1,4,4
2016,9,over-the-rhine,125,0,4,2
2016,9,evanston,57,0,3,2
2016,9,s.. cumminsville,4,0,1,1
2016,9,northside,35,0,3,1
2016,9,winton hills,65,0,4,3
2016,9,college  hill,79,0,4,2
2016,9,madisonville,56,1,3,2
2016,9,lower price  hill,22,0,2,2
2016,9,o'bryonville,4,0,1,3
2016,9,hyde park,35,0,3,3
2016,9,riverside,16,0,1,3
2016,9,mount  adams,28,0,2,4
2016,9,pleasant ridge,29,0,2,1
2016,9,roselawn,61,0,4,2
2016,9,oakley,52,0,3,1
2016,9,north fairmount,12,0,1,2
2016,9,bondhill,43,0,3,1
2016,9,south  fairmount,46,0,3,1
2016,9,spring grove village,24,0,2,2
2016,9,clifton,78,0,4,4
2016,9,-,13,0,1,3
2016,9,millvale,19,0,1,1
2016,9,fairview,65,0,4,3
2016,9,clifton/university heights,37,0,3,2
2016,9,north avondale,50,0,3,3
2016,9,walnut hills,120,0,4,4
2016,9,corryville,44,0,3,2
2016,9,east  end,21,0,2,3
2016,9,east walnut hills,31,0,2,4
2016,9,mt.  washington,45,0,3,2
2016,9,columbia / tusculum,20,0,2,4
2016,9,fay apartments,29,0,2,3
2016,9,hartwell,25,0,2,2
