year,month,neighborhood,crimes,murders,city_quart,neighb_quar
2013,4,north avondale,45,0,3,2
2013,4,walnut hills,115,0,4,3
2013,4,corryville,55,0,3,4
2013,4,east  end,11,0,1,1
2013,4,east walnut hills,31,0,2,4
2013,4,mt.  washington,37,0,3,2
2013,4,columbia / tusculum,11,0,1,2
2013,4,fay apartments,18,0,2,1
2013,4,hartwell,23,0,2,1
2013,4,queensgate,10,0,1,1
2013,4,carthage,21,0,2,1
2013,4,english  woods,21,0,2,4
2013,4,kennedy  heights,29,0,2,4
2013,4,sayler  park,8,0,1,1
2013,4,mt.  lookout,15,0,2,3
2013,4,california,3,0,1,2
2013,4,paddock  hills,9,0,1,1
2013,4,pendleton,14,0,1,2
2013,4,linwood,3,0,1,1
